r,rr,AC,DC,Source,Project(s),Vintage
p82,p128,,1289.99,1.5x geodesic distance,combinatorial,
p82,p129,,1315.74,1.5x geodesic distance,combinatorial,
p82,p13,,2121.93,1.5x geodesic distance,combinatorial,
p82,p130,,1426.87,1.5x geodesic distance,combinatorial,
p82,p131,,1453.88,1.5x geodesic distance,combinatorial,
p82,p132,,1291.6,1.5x geodesic distance,combinatorial,
p82,p133,,1427.74,1.5x geodesic distance,combinatorial,
p82,p134,,1529.89,1.5x geodesic distance,combinatorial,
p82,p14,,2130.76,1.5x geodesic distance,combinatorial,
p82,p15,,2058.89,1.5x geodesic distance,combinatorial,
p82,p16,,1742.84,1.5x geodesic distance,combinatorial,
p82,p17,,1924.15,1.5x geodesic distance,combinatorial,
p82,p18,,1753.59,1.5x geodesic distance,combinatorial,
p82,p19,,1473.42,1.5x geodesic distance,combinatorial,
p82,p2,,2381.23,1.5x geodesic distance,combinatorial,
p82,p20,,1518.04,1.5x geodesic distance,combinatorial,
p82,p21,,1465.77,1.5x geodesic distance,combinatorial,
p82,p22,,1351.97,1.5x geodesic distance,combinatorial,
p82,p23,,1266.45,1.5x geodesic distance,combinatorial,
p82,p24,,1188.83,1.5x geodesic distance,combinatorial,
p82,p25,,1747.92,1.5x geodesic distance,combinatorial,
p82,p26,,1563.99,1.5x geodesic distance,combinatorial,
p82,p27,,2118.75,1.5x geodesic distance,combinatorial,
p82,p28,,1990.77,1.5x geodesic distance,combinatorial,
p82,p29,,1669.76,1.5x geodesic distance,combinatorial,
p82,p3,,2176.39,1.5x geodesic distance,combinatorial,
p82,p30,,1971.74,1.5x geodesic distance,combinatorial,
p82,p31,,1503.57,1.5x geodesic distance,combinatorial,
p82,p32,,1096.47,1.5x geodesic distance,combinatorial,
p82,p33,,1217.58,1.5x geodesic distance,combinatorial,
p82,p34,,1220.71,1.5x geodesic distance,combinatorial,
p82,p35,,1350.31,1.5x geodesic distance,combinatorial,
p82,p36,,1045.25,1.5x geodesic distance,combinatorial,
p82,p37,,832.64,1.5x geodesic distance,combinatorial,
p82,p38,,618.66,1.5x geodesic distance,combinatorial,
p82,p39,,1097.84,1.5x geodesic distance,combinatorial,
p82,p4,,2298.59,1.5x geodesic distance,combinatorial,
p82,p40,,683.35,1.5x geodesic distance,combinatorial,
p82,p41,,500.41,1.5x geodesic distance,combinatorial,
p82,p42,,849.8,1.5x geodesic distance,combinatorial,
p82,p43,,520.57,1.5x geodesic distance,combinatorial,
p82,p44,,607.53,1.5x geodesic distance,combinatorial,
p82,p45,,450.87,1.5x geodesic distance,combinatorial,
p82,p46,,343.01,1.5x geodesic distance,combinatorial,
p82,p47,,1441.82,1.5x geodesic distance,combinatorial,
p82,p48,,1248.92,1.5x geodesic distance,combinatorial,
p82,p49,,1042.67,1.5x geodesic distance,combinatorial,
p82,p5,,2534.93,1.5x geodesic distance,combinatorial,
p82,p50,,838.79,1.5x geodesic distance,combinatorial,
p82,p51,,695.51,1.5x geodesic distance,combinatorial,
p82,p52,,941.87,1.5x geodesic distance,combinatorial,
p82,p53,,690.24,1.5x geodesic distance,combinatorial,
p82,p54,,426.39,1.5x geodesic distance,combinatorial,
p82,p55,,468.57,1.5x geodesic distance,combinatorial,
p82,p56,,602.88,1.5x geodesic distance,combinatorial,
p82,p57,,947.19,1.5x geodesic distance,combinatorial,
p82,p58,,1107.24,1.5x geodesic distance,combinatorial,
p82,p59,,1681.13,1.5x geodesic distance,combinatorial,
p82,p6,,2572.61,1.5x geodesic distance,combinatorial,
p82,p60,,1315.92,1.5x geodesic distance,combinatorial,
p82,p61,,1501.96,1.5x geodesic distance,combinatorial,
p82,p62,,1400.66,1.5x geodesic distance,combinatorial,
p82,p63,,1009.24,1.5x geodesic distance,combinatorial,
p82,p64,,1275.35,1.5x geodesic distance,combinatorial,
p82,p65,,1379.62,1.5x geodesic distance,combinatorial,
p82,p66,,1159.5,1.5x geodesic distance,combinatorial,
p82,p67,,1222.69,1.5x geodesic distance,combinatorial,
p82,p68,,488.57,1.5x geodesic distance,combinatorial,
p82,p69,,278.53,1.5x geodesic distance,combinatorial,
p82,p7,,2113.61,1.5x geodesic distance,combinatorial,
p82,p71,,236.19,1.5x geodesic distance,combinatorial,
p82,p72,,218.33,1.5x geodesic distance,combinatorial,
p82,p73,,330.72,1.5x geodesic distance,combinatorial,
p82,p74,,628.88,1.5x geodesic distance,combinatorial,
p82,p75,,416.58,1.5x geodesic distance,combinatorial,
p82,p76,,382.07,1.5x geodesic distance,combinatorial,
p82,p77,,346.08,1.5x geodesic distance,combinatorial,
p82,p78,,246.55,1.5x geodesic distance,combinatorial,
p82,p8,,2544.93,1.5x geodesic distance,combinatorial,
p82,p84,,411.94,1.5x geodesic distance,combinatorial,
p82,p85,,654.48,1.5x geodesic distance,combinatorial,
p82,p86,,871.3,1.5x geodesic distance,combinatorial,
p82,p87,,869.99,1.5x geodesic distance,combinatorial,
p82,p88,,671.14,1.5x geodesic distance,combinatorial,
p82,p89,,778.08,1.5x geodesic distance,combinatorial,
p82,p9,,2637.29,1.5x geodesic distance,combinatorial,
p82,p90,,1045.14,1.5x geodesic distance,combinatorial,
p82,p91,,1082.85,1.5x geodesic distance,combinatorial,
p82,p92,,524.56,1.5x geodesic distance,combinatorial,
p82,p93,,464.09,1.5x geodesic distance,combinatorial,
p82,p94,,832.92,1.5x geodesic distance,combinatorial,
p82,p95,,849.57,1.5x geodesic distance,combinatorial,
p82,p96,,1146.57,1.5x geodesic distance,combinatorial,
p82,p97,,919.55,1.5x geodesic distance,combinatorial,
p82,p98,,1030.33,1.5x geodesic distance,combinatorial,
p82,p99,,1176.43,1.5x geodesic distance,combinatorial,
p83,p1,,2648.73,1.5x geodesic distance,combinatorial,
p83,p10,,2551.45,1.5x geodesic distance,combinatorial,
p83,p100,,808.36,1.5x geodesic distance,combinatorial,
p83,p101,,1350.19,1.5x geodesic distance,combinatorial,
p83,p102,,1633.66,1.5x geodesic distance,combinatorial,
p83,p103,,461.57,1.5x geodesic distance,combinatorial,
p83,p104,,304.73,1.5x geodesic distance,combinatorial,
p83,p106,,166.09,1.5x geodesic distance,combinatorial,
p83,p108,,257.22,1.5x geodesic distance,combinatorial,
p83,p109,,277.51,1.5x geodesic distance,combinatorial,
p83,p11,,2522.48,1.5x geodesic distance,combinatorial,
p83,p110,,534.2,1.5x geodesic distance,combinatorial,
p83,p111,,530.8,1.5x geodesic distance,combinatorial,
p83,p112,,414.73,1.5x geodesic distance,combinatorial,
p83,p113,,320.98,1.5x geodesic distance,combinatorial,
p83,p114,,315.23,1.5x geodesic distance,combinatorial,
p83,p115,,650.86,1.5x geodesic distance,combinatorial,
p83,p116,,538.08,1.5x geodesic distance,combinatorial,
p83,p117,,559.18,1.5x geodesic distance,combinatorial,
p83,p118,,731.18,1.5x geodesic distance,combinatorial,
p83,p119,,820.42,1.5x geodesic distance,combinatorial,
p83,p12,,2510.3,1.5x geodesic distance,combinatorial,
p83,p120,,839.86,1.5x geodesic distance,combinatorial,
p83,p121,,836.86,1.5x geodesic distance,combinatorial,
p83,p122,,1035.55,1.5x geodesic distance,combinatorial,
p83,p123,,905.3,1.5x geodesic distance,combinatorial,
p83,p124,,1036.6,1.5x geodesic distance,combinatorial,
p83,p125,,1018.69,1.5x geodesic distance,combinatorial,
p83,p126,,1067.85,1.5x geodesic distance,combinatorial,
p83,p127,,1156.05,1.5x geodesic distance,combinatorial,
p83,p128,,1182.41,1.5x geodesic distance,combinatorial,
p83,p129,,1235.54,1.5x geodesic distance,combinatorial,
p83,p13,,2234.53,1.5x geodesic distance,combinatorial,
p83,p130,,1333.77,1.5x geodesic distance,combinatorial,
p83,p131,,1356.18,1.5x geodesic distance,combinatorial,
p83,p132,,1186.44,1.5x geodesic distance,combinatorial,
p83,p133,,1326.81,1.5x geodesic distance,combinatorial,
p83,p134,,1443.68,1.5x geodesic distance,combinatorial,
p83,p14,,2261.75,1.5x geodesic distance,combinatorial,
p83,p15,,2188.05,1.5x geodesic distance,combinatorial,
p83,p16,,1871.88,1.5x geodesic distance,combinatorial,
p83,p17,,2055.22,1.5x geodesic distance,combinatorial,
p83,p18,,1884.42,1.5x geodesic distance,combinatorial,
p83,p19,,1602.62,1.5x geodesic distance,combinatorial,
p83,p2,,2512.22,1.5x geodesic distance,combinatorial,
p83,p20,,1649.1,1.5x geodesic distance,combinatorial,
p83,p21,,1594.36,1.5x geodesic distance,combinatorial,
p83,p22,,1482.49,1.5x geodesic distance,combinatorial,
p83,p23,,1397.06,1.5x geodesic distance,combinatorial,
p83,p24,,1312.65,1.5x geodesic distance,combinatorial,
p83,p25,,1871.81,1.5x geodesic distance,combinatorial,
p83,p26,,1686.45,1.5x geodesic distance,combinatorial,
p83,p27,,2224.79,1.5x geodesic distance,combinatorial,
p83,p28,,2090.02,1.5x geodesic distance,combinatorial,
p83,p29,,1773.4,1.5x geodesic distance,combinatorial,
p83,p3,,2307.42,1.5x geodesic distance,combinatorial,
p83,p30,,2063.28,1.5x geodesic distance,combinatorial,
p83,p31,,1599.67,1.5x geodesic distance,combinatorial,
p83,p32,,1227.22,1.5x geodesic distance,combinatorial,
p83,p33,,1335.7,1.5x geodesic distance,combinatorial,
p83,p34,,1334.38,1.5x geodesic distance,combinatorial,
p83,p35,,1481.08,1.5x geodesic distance,combinatorial,
p83,p36,,1173.02,1.5x geodesic distance,combinatorial,
p83,p37,,952.8,1.5x geodesic distance,combinatorial,
p83,p38,,749.52,1.5x geodesic distance,combinatorial,
p83,p39,,1224.14,1.5x geodesic distance,combinatorial,
p83,p4,,2429.65,1.5x geodesic distance,combinatorial,
p83,p40,,805.97,1.5x geodesic distance,combinatorial,
p83,p41,,625.91,1.5x geodesic distance,combinatorial,
p83,p42,,964.26,1.5x geodesic distance,combinatorial,
p83,p43,,635.24,1.5x geodesic distance,combinatorial,
p83,p44,,735.21,1.5x geodesic distance,combinatorial,
p83,p45,,581.86,1.5x geodesic distance,combinatorial,
p83,p46,,448.31,1.5x geodesic distance,combinatorial,
p83,p47,,1522.19,1.5x geodesic distance,combinatorial,
p83,p48,,1320.14,1.5x geodesic distance,combinatorial,
p83,p49,,1136.13,1.5x geodesic distance,combinatorial,
p83,p5,,2665.55,1.5x geodesic distance,combinatorial,
p83,p50,,902.12,1.5x geodesic distance,combinatorial,
p83,p51,,753.98,1.5x geodesic distance,combinatorial,
p83,p52,,1044.19,1.5x geodesic distance,combinatorial,
p83,p53,,778.43,1.5x geodesic distance,combinatorial,
p83,p54,,522.66,1.5x geodesic distance,combinatorial,
p83,p55,,513.87,1.5x geodesic distance,combinatorial,
p83,p56,,641.78,1.5x geodesic distance,combinatorial,
p83,p57,,957.86,1.5x geodesic distance,combinatorial,
p83,p58,,1057.27,1.5x geodesic distance,combinatorial,
p83,p59,,1759.08,1.5x geodesic distance,combinatorial,
p83,p6,,2700.72,1.5x geodesic distance,combinatorial,
p83,p60,,1375.94,1.5x geodesic distance,combinatorial,
p83,p61,,1560.67,1.5x geodesic distance,combinatorial,
p83,p62,,1462.57,1.5x geodesic distance,combinatorial,
p83,p63,,1042.45,1.5x geodesic distance,combinatorial,
p83,p64,,1298.84,1.5x geodesic distance,combinatorial,
p83,p65,,1404.44,1.5x geodesic distance,combinatorial,
p83,p66,,1150.6,1.5x geodesic distance,combinatorial,
p83,p67,,1224.03,1.5x geodesic distance,combinatorial,
p83,p68,,612.5,1.5x geodesic distance,combinatorial,
p83,p69,,406.39,1.5x geodesic distance,combinatorial,
p83,p7,,2243.21,1.5x geodesic distance,combinatorial,
p83,p70,,451.97,1.5x geodesic distance,combinatorial,
p83,p71,,347.8,1.5x geodesic distance,combinatorial,
p83,p72,,223.64,1.5x geodesic distance,combinatorial,
p83,p73,,364.27,1.5x geodesic distance,combinatorial,
p83,p74,,669.24,1.5x geodesic distance,combinatorial,
p83,p75,,457.88,1.5x geodesic distance,combinatorial,
p83,p76,,430.81,1.5x geodesic distance,combinatorial,
p83,p77,,438.62,1.5x geodesic distance,combinatorial,
p83,p78,,320.51,1.5x geodesic distance,combinatorial,
p83,p8,,2671.71,1.5x geodesic distance,combinatorial,
p83,p84,,390,1.5x geodesic distance,combinatorial,
p83,p85,,651.69,1.5x geodesic distance,combinatorial,
p83,p86,,851.4,1.5x geodesic distance,combinatorial,
p83,p87,,824.68,1.5x geodesic distance,combinatorial,
p83,p88,,606.75,1.5x geodesic distance,combinatorial,
p83,p89,,690.17,1.5x geodesic distance,combinatorial,
p83,p9,,2758.26,1.5x geodesic distance,combinatorial,
p83,p90,,975.24,1.5x geodesic distance,combinatorial,
p83,p91,,1005.38,1.5x geodesic distance,combinatorial,
p83,p92,,423.98,1.5x geodesic distance,combinatorial,
p83,p93,,352.99,1.5x geodesic distance,combinatorial,
p83,p94,,721.8,1.5x geodesic distance,combinatorial,
p83,p95,,724.32,1.5x geodesic distance,combinatorial,
p83,p96,,1020.63,1.5x geodesic distance,combinatorial,
p83,p97,,789.98,1.5x geodesic distance,combinatorial,
p83,p98,,899.32,1.5x geodesic distance,combinatorial,
p83,p99,,1048.55,1.5x geodesic distance,combinatorial,
p84,p1,,2677.8,1.5x geodesic distance,combinatorial,
p84,p10,,2361.75,1.5x geodesic distance,combinatorial,
p84,p100,,1031.98,1.5x geodesic distance,combinatorial,
p84,p101,,1145.68,1.5x geodesic distance,combinatorial,
p84,p102,,1447.55,1.5x geodesic distance,combinatorial,
p84,p103,,821.83,1.5x geodesic distance,combinatorial,
p84,p104,,690.11,1.5x geodesic distance,combinatorial,
p84,p105,,620.22,1.5x geodesic distance,combinatorial,
p84,p106,,463.49,1.5x geodesic distance,combinatorial,
p84,p107,,266.5,1.5x geodesic distance,combinatorial,
p84,p108,,291.46,1.5x geodesic distance,combinatorial,
p84,p109,,412.31,1.5x geodesic distance,combinatorial,
p84,p11,,2312.47,1.5x geodesic distance,combinatorial,
p84,p110,,656.63,1.5x geodesic distance,combinatorial,
p84,p111,,853.79,1.5x geodesic distance,combinatorial,
p84,p112,,689.18,1.5x geodesic distance,combinatorial,
p84,p113,,592.84,1.5x geodesic distance,combinatorial,
p84,p114,,546.51,1.5x geodesic distance,combinatorial,
p84,p115,,925.23,1.5x geodesic distance,combinatorial,
p84,p116,,768.28,1.5x geodesic distance,combinatorial,
p84,p117,,740.43,1.5x geodesic distance,combinatorial,
p84,p118,,868.88,1.5x geodesic distance,combinatorial,
p84,p119,,1096.94,1.5x geodesic distance,combinatorial,
p84,p12,,2409.69,1.5x geodesic distance,combinatorial,
p84,p120,,1088.9,1.5x geodesic distance,combinatorial,
p84,p121,,1076.39,1.5x geodesic distance,combinatorial,
p84,p122,,1283.1,1.5x geodesic distance,combinatorial,
p84,p123,,1119.8,1.5x geodesic distance,combinatorial,
p84,p124,,1215.25,1.5x geodesic distance,combinatorial,
p84,p125,,1242.46,1.5x geodesic distance,combinatorial,
p84,p126,,1320.64,1.5x geodesic distance,combinatorial,
p84,p127,,1461.47,1.5x geodesic distance,combinatorial,
p84,p128,,1447.54,1.5x geodesic distance,combinatorial,
p84,p129,,1568.79,1.5x geodesic distance,combinatorial,
p84,p13,,2067.84,1.5x geodesic distance,combinatorial,
p84,p130,,1638.05,1.5x geodesic distance,combinatorial,
p84,p131,,1648,1.5x geodesic distance,combinatorial,
p84,p132,,1459.82,1.5x geodesic distance,combinatorial,
p84,p133,,1609.92,1.5x geodesic distance,combinatorial,
p84,p134,,1761.85,1.5x geodesic distance,combinatorial,
p84,p14,,2282.33,1.5x geodesic distance,combinatorial,
p84,p15,,2158.43,1.5x geodesic distance,combinatorial,
p84,p16,,1846.8,1.5x geodesic distance,combinatorial,
p84,p17,,2093.52,1.5x geodesic distance,combinatorial,
p84,p18,,1946.92,1.5x geodesic distance,combinatorial,
p84,p19,,1710.01,1.5x geodesic distance,combinatorial,
p84,p2,,2529.06,1.5x geodesic distance,combinatorial,
p84,p20,,1690.69,1.5x geodesic distance,combinatorial,
p84,p21,,1569.87,1.5x geodesic distance,combinatorial,
p84,p22,,1500.23,1.5x geodesic distance,combinatorial,
p84,p23,,1420.96,1.5x geodesic distance,combinatorial,
p84,p24,,1247.99,1.5x geodesic distance,combinatorial,
p84,p25,,1787.81,1.5x geodesic distance,combinatorial,
p84,p26,,1595.55,1.5x geodesic distance,combinatorial,
p84,p27,,2026.52,1.5x geodesic distance,combinatorial,
p84,p28,,1865.99,1.5x geodesic distance,combinatorial,
p84,p29,,1573.74,1.5x geodesic distance,combinatorial,
p84,p3,,2348.87,1.5x geodesic distance,combinatorial,
p84,p30,,1812.3,1.5x geodesic distance,combinatorial,
p84,p31,,1374.81,1.5x geodesic distance,combinatorial,
p84,p32,,1263.88,1.5x geodesic distance,combinatorial,
p84,p33,,1227.54,1.5x geodesic distance,combinatorial,
p84,p34,,1199.52,1.5x geodesic distance,combinatorial,
p84,p35,,1556.24,1.5x geodesic distance,combinatorial,
p84,p36,,1312.45,1.5x geodesic distance,combinatorial,
p84,p37,,1157.27,1.5x geodesic distance,combinatorial,
p84,p38,,863.26,1.5x geodesic distance,combinatorial,
p84,p39,,1187.75,1.5x geodesic distance,combinatorial,
p84,p4,,2457.34,1.5x geodesic distance,combinatorial,
p84,p40,,774,1.5x geodesic distance,combinatorial,
p84,p41,,647.66,1.5x geodesic distance,combinatorial,
p84,p42,,1194.86,1.5x geodesic distance,combinatorial,
p84,p43,,879.83,1.5x geodesic distance,combinatorial,
p84,p44,,901.18,1.5x geodesic distance,combinatorial,
p84,p45,,691.7,1.5x geodesic distance,combinatorial,
p84,p46,,731.73,1.5x geodesic distance,combinatorial,
p84,p47,,1248.32,1.5x geodesic distance,combinatorial,
p84,p48,,1027.71,1.5x geodesic distance,combinatorial,
p84,p49,,921.82,1.5x geodesic distance,combinatorial,
p84,p5,,2662.26,1.5x geodesic distance,combinatorial,
p84,p50,,611.81,1.5x geodesic distance,combinatorial,
p84,p51,,466.56,1.5x geodesic distance,combinatorial,
p84,p52,,872.34,1.5x geodesic distance,combinatorial,
p84,p53,,580.79,1.5x geodesic distance,combinatorial,
p84,p54,,421.43,1.5x geodesic distance,combinatorial,
p84,p56,,322.03,1.5x geodesic distance,combinatorial,
p84,p57,,575.54,1.5x geodesic distance,combinatorial,
p84,p58,,699.86,1.5x geodesic distance,combinatorial,
p84,p59,,1473.06,1.5x geodesic distance,combinatorial,
p84,p6,,2647.54,1.5x geodesic distance,combinatorial,
p84,p60,,1055.65,1.5x geodesic distance,combinatorial,
p84,p61,,1233.72,1.5x geodesic distance,combinatorial,
p84,p62,,1144.23,1.5x geodesic distance,combinatorial,
p84,p63,,683.47,1.5x geodesic distance,combinatorial,
p84,p64,,923.78,1.5x geodesic distance,combinatorial,
p84,p65,,1029.73,1.5x geodesic distance,combinatorial,
p84,p66,,760.62,1.5x geodesic distance,combinatorial,
p84,p67,,835.32,1.5x geodesic distance,combinatorial,
p84,p68,,817.07,1.5x geodesic distance,combinatorial,
p84,p69,,613.2,1.5x geodesic distance,combinatorial,
p84,p7,,2220.46,1.5x geodesic distance,combinatorial,
p84,p70,,561.93,1.5x geodesic distance,combinatorial,
p84,p71,,397,1.5x geodesic distance,combinatorial,
p84,p74,,1039.25,1.5x geodesic distance,combinatorial,
p84,p75,,826.09,1.5x geodesic distance,combinatorial,
p84,p76,,792.99,1.5x geodesic distance,combinatorial,
p84,p77,,747.8,1.5x geodesic distance,combinatorial,
p84,p78,,658.15,1.5x geodesic distance,combinatorial,
p84,p79,,680.66,1.5x geodesic distance,combinatorial,
p84,p8,,2602.38,1.5x geodesic distance,combinatorial,
p84,p80,,566.36,1.5x geodesic distance,combinatorial,
p84,p81,,489.88,1.5x geodesic distance,combinatorial,
p84,p82,,411.94,1.5x geodesic distance,combinatorial,
p84,p83,,390,1.5x geodesic distance,combinatorial,
p84,p86,,463.31,1.5x geodesic distance,combinatorial,
p84,p87,,461.66,1.5x geodesic distance,combinatorial,
p84,p88,,295.97,1.5x geodesic distance,combinatorial,
p84,p89,,451.48,1.5x geodesic distance,combinatorial,
p84,p9,,2635.93,1.5x geodesic distance,combinatorial,
p84,p90,,660.55,1.5x geodesic distance,combinatorial,
p84,p91,,710.79,1.5x geodesic distance,combinatorial,
p84,p93,,329.83,1.5x geodesic distance,combinatorial,
p84,p94,,591.85,1.5x geodesic distance,combinatorial,
p84,p95,,702.64,1.5x geodesic distance,combinatorial,
p84,p96,,977.62,1.5x geodesic distance,combinatorial,
p84,p97,,819.97,1.5x geodesic distance,combinatorial,
p84,p98,,988.66,1.5x geodesic distance,combinatorial,
p84,p99,,1198.45,1.5x geodesic distance,combinatorial,
p85,p1,,2673.32,1.5x geodesic distance,combinatorial,
p85,p10,,2211.65,1.5x geodesic distance,combinatorial,
p85,p100,,1260.65,1.5x geodesic distance,combinatorial,
p85,p101,,1120.72,1.5x geodesic distance,combinatorial,
