from_ba,to_ba,WKT
p144,p37,"LINESTRING(-89.0732701282953 52.1418013607185,-96.7894257016716 46.8772278026129)"
p23,p41,"LINESTRING(-105.505250286667 44.2831742544253,-96.0099900734133 41.2400008331892)"
p22,p44,"LINESTRING(-106.66107774 44.340041,-95.78703761 44.44491793)"
p160,p181,"LINESTRING(-108.208882912979 25.7583536915336,-100.758610639159 22.7474689524954)"
p195,p187,"LINESTRING(-92.4621129264314 16.4440161634584,-99.2695042895469 19.8452863755325)"
p202,p29,"LINESTRING(-114.954083348068 30.2430416764861,-109.16755915 35.69539952)"
p11,p12,"LINESTRING(-117.18193572866 32.8219696816773,-119.820009604758 39.5299760122188)"
p12,p11,"LINESTRING(-119.820009604758 39.5299760122188,-117.18193572866 32.8219696816773)"
p27,p163,"LINESTRING(-114.308278851156 34.4982934763913,-106.238907145723 31.1609394588711)"
p156,p133,"LINESTRING(-63.2463204795681 46.4009827781187,-71.4169255559512 41.8230481729244)"
p30,p48,"LINESTRING(-110.891932066526 32.2069426227557,-101.87996769388 33.5800032745648)"
p36,p70,"LINESTRING(-100.783316285997 46.8083172801516,-93.6199809181302 41.5799800812373)"
p21,p40,"LINESTRING(-108.395048056861 43.0281604197849,-98.357986289243 40.9222682892426)"
p59,p64,"LINESTRING(-106.511941018331 31.7819298053712,-97.7447242214212 30.2688955442973)"
p203,p59,"LINESTRING(-115.578396421413 32.4501042047207,-106.511941018331 31.7819298053712)"
p152,p147,"LINESTRING(-66.3733859464408 46.6103369615523,-77.2746449287163 44.9496898234213)"
p160,p202,"LINESTRING(-108.208882912979 25.7583536915336,-114.954083348068 30.2430416764861)"
p202,p160,"LINESTRING(-114.954083348068 30.2430416764861,-108.208882912979 25.7583536915336)"
p42,p81,"LINESTRING(-95.98582149 47.536101,-90.5346136899278 41.4933962189324)"
p203,p205,"LINESTRING(-115.578396421413 32.4501042047207,-112.018510360231 25.9195724170294)"
p205,p203,"LINESTRING(-112.018510360231 25.9195724170294,-115.578396421413 32.4501042047207)"
p198,p189,"LINESTRING(-88.9092737817632 20.7456438964621,-96.5548543289361 19.0725025885487)"
p145,p129,"LINESTRING(-82.2026985499697 48.7649977683787,-73.2124668799627 44.4757981557933)"
p152,p132,"LINESTRING(-66.3733859464408 46.6103369615523,-73.2019070419611 41.1819245156953)"
p25,p8,"LINESTRING(-111.931997781048 40.7769621540401,-122.309392539339 41.3103582957546)"
p8,p25,"LINESTRING(-122.309392539339 41.3103582957546,-111.931997781048 40.7769621540401)"
p194,p186,"LINESTRING(-93.0258267375822 17.9581365745392,-100.162614869147 21.018617447262)"
p1,p140,"LINESTRING(-122.341930845868 47.5719479125307,-112.151925867628 51.2844118425023)"
p140,p1,"LINESTRING(-112.151925867628 51.2844118425023,-122.341930845868 47.5719479125307)"
p145,p77,"LINESTRING(-82.2026985499697 48.7649977683787,-90.5038920509303 43.9850529165334)"
p149,p103,"LINESTRING(-74.8472312312428 46.9925202219928,-83.0820016464927 42.3319060017023)"
p159,p47,"LINESTRING(-109.605571037534 27.5159989649668,-104.522467897341 33.3945365590693)"
p34,p60,"LINESTRING(-104.791986329959 38.8629624624115,-101.475186199737 32.2431856476064)"
p96,p121,"LINESTRING(-79.9921047380627 32.7923769317883,-77.7202795834312 39.6416487824015)"
p149,p122,"LINESTRING(-74.8472312312428 46.9925202219928,-75.1719418320079 40.0019190225265)"
p36,p77,"LINESTRING(-100.783316285997 46.8083172801516,-90.5038920509303 43.9850529165334)"
p90,p56,"LINESTRING(-88.0499849871184 30.6800252472094,-94.1572091082366 36.0629783315409)"
p23,p52,"LINESTRING(-105.505250286667 44.2831742544253,-100.86408654967 37.9752130320694)"
p138,p15,"LINESTRING(-118.424113568999 50.5206295077083,-116.227489870044 43.6085901072873)"
p15,p138,"LINESTRING(-116.227489870044 43.6085901072873,-118.424113568999 50.5206295077083)"
p17,p26,"LINESTRING(-113.993052614175 46.8722410268966,-109.528002158428 40.4553975617018)"
p26,p17,"LINESTRING(-109.528002158428 40.4553975617018,-113.993052614175 46.8722410268966)"
p149,p111,"LINESTRING(-74.8472312312428 46.9925202219928,-81.6969440699897 41.4719326537173)"
p90,p97,"LINESTRING(-88.0499849871184 30.6800252472094,-80.8319839462883 35.206940384812)"
p196,p200,"LINESTRING(-95.9176463692649 16.4607926057633,-88.5839162679957 18.9087435921394)"
p200,p196,"LINESTRING(-88.5839162679957 18.9087435921394,-95.9176463692649 16.4607926057633)"
p159,p178,"LINESTRING(-109.605571037534 27.5159989649668,-104.907286793293 21.4220858927954)"
p34,p54,"LINESTRING(-104.791986329959 38.8629624624115,-94.6060400775458 39.1090343683975)"
p150,p128,"LINESTRING(-69.3649287709957 47.3993452645939,-73.25742602 40.80816052)"
p16,p5,"LINESTRING(-112.033301434154 43.4666866242138,-122.681935932133 45.521969681728)"
p5,p16,"LINESTRING(-122.681935932133 45.521969681728,-112.033301434154 43.4666866242138)"
p90,p108,"LINESTRING(-88.0499849871184 30.6800252472094,-87.113323813612 37.7745792836963)"
p185,p173,"LINESTRING(-101.638665794338 18.0543354997246,-101.203342455042 25.4994310223412)"
p90,p63,"LINESTRING(-88.0499849871184 30.6800252472094,-96.8419627874982 32.8219696816773)"
p12,p26,"LINESTRING(-119.820009604758 39.5299760122188,-109.528002158428 40.4553975617018)"
p26,p12,"LINESTRING(-109.528002158428 40.4553975617018,-119.820009604758 39.5299760122188)"
p16,p8,"LINESTRING(-112.033301434154 43.4666866242138,-122.309392539339 41.3103582957546)"
p8,p16,"LINESTRING(-122.309392539339 41.3103582957546,-112.033301434154 43.4666866242138)"
p13,p8,"LINESTRING(-115.221952004694 36.2119436400243,-122.309392539339 41.3103582957546)"
p8,p13,"LINESTRING(-122.309392539339 41.3103582957546,-115.221952004694 36.2119436400243)"
p3,p8,"LINESTRING(-117.419949383395 47.6699959504023,-122.309392539339 41.3103582957546)"
p8,p3,"LINESTRING(-122.309392539339 41.3103582957546,-117.419949383395 47.6699959504023)"
p153,p127,"LINESTRING(-63.3640113802316 45.1491431676498,-73.74907494 42.67295449)"
p193,p181,"LINESTRING(-94.634006603569 17.8586152701758,-100.758610639159 22.7474689524954)"
p15,p35,"LINESTRING(-116.227489870044 43.6085901072873,-105.839984376838 46.4088842967516)"
p35,p15,"LINESTRING(-105.839984376838 46.4088842967516,-116.227489870044 43.6085901072873)"
p28,p165,"LINESTRING(-112.071937559695 33.5419257363676,-106.1153364555 28.0477762634166)"
p96,p125,"LINESTRING(-79.9921047380627 32.7923769317883,-75.52098513 39.16083229)"
p149,p156,"LINESTRING(-74.8472312312428 46.9925202219928,-63.2463204795681 46.4009827781187)"
p156,p149,"LINESTRING(-63.2463204795681 46.4009827781187,-74.8472312312428 46.9925202219928)"
p159,p62,"LINESTRING(-109.605571037534 27.5159989649668,-102.36722477396 31.8455613393366)"
p96,p114,"LINESTRING(-79.9921047380627 32.7923769317883,-84.4588685084773 39.1638306436169)"
p12,p2,"LINESTRING(-119.820009604758 39.5299760122188,-120.50683379 46.6160627800001)"
p2,p12,"LINESTRING(-120.50683379 46.6160627800001,-119.820009604758 39.5299760122188)"
p26,p28,"LINESTRING(-109.528002158428 40.4553975617018,-112.071937559695 33.5419257363676)"
p28,p26,"LINESTRING(-112.071937559695 33.5419257363676,-109.528002158428 40.4553975617018)"
p12,p14,"LINESTRING(-119.820009604758 39.5299760122188,-117.016588991141 46.4166099233792)"
p14,p12,"LINESTRING(-117.016588991141 46.4166099233792,-119.820009604758 39.5299760122188)"
p34,p59,"LINESTRING(-104.791986329959 38.8629624624115,-106.511941018331 31.7819298053712)"
p3,p35,"LINESTRING(-117.419949383395 47.6699959504023,-105.839984376838 46.4088842967516)"
p35,p3,"LINESTRING(-105.839984376838 46.4088842967516,-117.419949383395 47.6699959504023)"
p157,p62,"LINESTRING(-111.266519364596 29.9936882178759,-102.36722477396 31.8455613393366)"
p6,p16,"LINESTRING(-122.874422650018 42.3266270132067,-112.033301434154 43.4666866242138)"
p18,p26,"LINESTRING(-111.299987021717 47.500290546756,-109.528002158428 40.4553975617018)"
p26,p18,"LINESTRING(-109.528002158428 40.4553975617018,-111.299987021717 47.500290546756)"
p19,p24,"LINESTRING(-106.635258831594 48.1839697459774,-104.819710735883 41.1400069367046)"
p24,p19,"LINESTRING(-104.819710735883 41.1400069367046,-106.635258831594 48.1839697459774)"
p200,p189,"LINESTRING(-88.5839162679957 18.9087435921394,-96.5548543289361 19.0725025885487)"
p149,p151,"LINESTRING(-74.8472312312428 46.9925202219928,-71.6809027089785 53.9683439528977)"
p151,p149,"LINESTRING(-71.6809027089785 53.9683439528977,-74.8472312312428 46.9925202219928)"
p33,p54,"LINESTRING(-104.985961810968 39.7411339069655,-94.6060400775458 39.1090343683975)"
p143,p42,"LINESTRING(-97.4835283997965 54.7131090152947,-95.98582149 47.536101)"
p203,p31,"LINESTRING(-115.578396421413 32.4501042047207,-106.641330812388 35.104974791498)"
p13,p158,"LINESTRING(-115.221952004694 36.2119436400243,-109.478722970365 30.4118017092501)"
p21,p52,"LINESTRING(-108.395048056861 43.0281604197849,-100.86408654967 37.9752130320694)"
p159,p173,"LINESTRING(-109.605571037534 27.5159989649668,-101.203342455042 25.4994310223412)"
p15,p9,"LINESTRING(-116.227489870044 43.6085901072873,-122.417168773552 37.7691956296874)"
p9,p15,"LINESTRING(-122.417168773552 37.7691956296874,-116.227489870044 43.6085901072873)"
p205,p59,"LINESTRING(-112.018510360231 25.9195724170294,-106.511941018331 31.7819298053712)"
p25,p28,"LINESTRING(-111.931997781048 40.7769621540401,-112.071937559695 33.5419257363676)"
p28,p25,"LINESTRING(-112.071937559695 33.5419257363676,-111.931997781048 40.7769621540401)"
p102,p91,"LINESTRING(-80.2260519394501 25.7895565550215,-87.21712 30.421167)"
p91,p102,"LINESTRING(-87.21712 30.421167,-80.2260519394501 25.7895565550215)"
p183,p172,"LINESTRING(-104.062775055913 19.1357314587546,-100.422226893188 25.9744104538249)"
p134,p100,"LINESTRING(-70.2152596452502 44.1007047720027,-78.1666347673523 39.178731301931)"
p192,p180,"LINESTRING(-96.731002823498 17.4607698278138,-102.49151960909 22.9111787137317)"
p191,p171,"LINESTRING(-99.4366141777358 17.5874581040656,-98.0474693796669 25.1324674394656)"
p145,p78,"LINESTRING(-82.2026985499697 48.7649977683787,-89.4011169858218 43.0730155630143)"
p90,p107,"LINESTRING(-88.0499849871184 30.6800252472094,-87.5558291033274 37.9746962677465)"
p17,p6,"LINESTRING(-113.993052614175 46.8722410268966,-122.874422650018 42.3266270132067)"
p6,p17,"LINESTRING(-122.874422650018 42.3266270132067,-113.993052614175 46.8722410268966)"
p160,p183,"LINESTRING(-108.208882912979 25.7583536915336,-104.062775055913 19.1357314587546)"
p101,p97,"LINESTRING(-82.4605667099668 27.9489337929859,-80.8319839462883 35.206940384812)"
p18,p5,"LINESTRING(-111.299987021717 47.500290546756,-122.681935932133 45.521969681728)"
p5,p18,"LINESTRING(-122.681935932133 45.521969681728,-111.299987021717 47.500290546756)"
p138,p19,"LINESTRING(-118.424113568999 50.5206295077083,-106.635258831594 48.1839697459774)"
p19,p138,"LINESTRING(-106.635258831594 48.1839697459774,-118.424113568999 50.5206295077083)"
p7,p9,"LINESTRING(-116.96188948756 44.0266266063123,-122.417168773552 37.7691956296874)"
p9,p7,"LINESTRING(-122.417168773552 37.7691956296874,-116.96188948756 44.0266266063123)"
p17,p32,"LINESTRING(-113.993052614175 46.8722410268966,-103.230557090044 44.080550963409)"
p203,p9,"LINESTRING(-115.578396421413 32.4501042047207,-122.417168773552 37.7691956296874)"
p9,p203,"LINESTRING(-122.417168773552 37.7691956296874,-115.578396421413 32.4501042047207)"
p91,p108,"LINESTRING(-87.21712 30.421167,-87.113323813612 37.7745792836963)"
p203,p163,"LINESTRING(-115.578396421413 32.4501042047207,-106.238907145723 31.1609394588711)"
p137,p140,"LINESTRING(-124.945876799657 50.5303245019429,-112.151925867628 51.2844118425023)"
p140,p137,"LINESTRING(-112.151925867628 51.2844118425023,-124.945876799657 50.5303245019429)"
p142,p18,"LINESTRING(-105.874854375955 54.165594388089,-111.299987021717 47.500290546756)"
p18,p142,"LINESTRING(-111.299987021717 47.500290546756,-105.874854375955 54.165594388089)"
p159,p201,"LINESTRING(-109.605571037534 27.5159989649668,-116.63275694709 32.3896656272299)"
p201,p159,"LINESTRING(-116.63275694709 32.3896656272299,-109.605571037534 27.5159989649668)"
p201,p205,"LINESTRING(-116.63275694709 32.3896656272299,-112.018510360231 25.9195724170294)"
p205,p201,"LINESTRING(-112.018510360231 25.9195724170294,-116.63275694709 32.3896656272299)"
p149,p120,"LINESTRING(-74.8472312312428 46.9925202219928,-77.64509082 39.93275473)"
p196,p181,"LINESTRING(-95.9176463692649 16.4607926057633,-100.758610639159 22.7474689524954)"
p20,p37,"LINESTRING(-108.54000044944 45.7883020213584,-96.7894257016716 46.8772278026129)"
p35,p40,"LINESTRING(-105.839984376838 46.4088842967516,-98.357986289243 40.9222682892426)"
p152,p128,"LINESTRING(-66.3733859464408 46.6103369615523,-73.25742602 40.80816052)"
p21,p3,"LINESTRING(-108.395048056861 43.0281604197849,-117.419949383395 47.6699959504023)"
p3,p21,"LINESTRING(-117.419949383395 47.6699959504023,-108.395048056861 43.0281604197849)"
p7,p23,"LINESTRING(-116.96188948756 44.0266266063123,-105.505250286667 44.2831742544253)"
p145,p111,"LINESTRING(-82.2026985499697 48.7649977683787,-81.6969440699897 41.4719326537173)"
p149,p153,"LINESTRING(-74.8472312312428 46.9925202219928,-63.3640113802316 45.1491431676498)"
p153,p149,"LINESTRING(-63.3640113802316 45.1491431676498,-74.8472312312428 46.9925202219928)"
p192,p171,"LINESTRING(-96.731002823498 17.4607698278138,-98.0474693796669 25.1324674394656)"
p22,p42,"LINESTRING(-106.66107774 44.340041,-95.98582149 47.536101)"
p202,p165,"LINESTRING(-114.954083348068 30.2430416764861,-106.1153364555 28.0477762634166)"
p21,p29,"LINESTRING(-108.395048056861 43.0281604197849,-109.16755915 35.69539952)"
p196,p177,"LINESTRING(-95.9176463692649 16.4607926057633,-99.2177562787674 23.6443324364708)"
p201,p164,"LINESTRING(-116.63275694709 32.3896656272299,-107.462318821811 30.3622434887791)"
p149,p115,"LINESTRING(-74.8472312312428 46.9925202219928,-80.0019312526002 40.4319444538432)"
p20,p34,"LINESTRING(-108.54000044944 45.7883020213584,-104.791986329959 38.8629624624115)"
p7,p35,"LINESTRING(-116.96188948756 44.0266266063123,-105.839984376838 46.4088842967516)"
p160,p169,"LINESTRING(-108.208882912979 25.7583536915336,-99.3454452788888 26.7668789730515)"
p27,p47,"LINESTRING(-114.308278851156 34.4982934763913,-104.522467897341 33.3945365590693)"
p185,p171,"LINESTRING(-101.638665794338 18.0543354997246,-98.0474693796669 25.1324674394656)"
p134,p124,"LINESTRING(-70.2152596452502 44.1007047720027,-75.74237466 37.71080118)"
p101,p87,"LINESTRING(-82.4605667099668 27.9489337929859,-90.1849967872571 32.2988153269685)"
p137,p17,"LINESTRING(-124.945876799657 50.5303245019429,-113.993052614175 46.8722410268966)"
p17,p137,"LINESTRING(-113.993052614175 46.8722410268966,-124.945876799657 50.5303245019429)"
p2,p20,"LINESTRING(-120.50683379 46.6160627800001,-108.54000044944 45.7883020213584)"
p20,p2,"LINESTRING(-108.54000044944 45.7883020213584,-120.50683379 46.6160627800001)"
p205,p178,"LINESTRING(-112.018510360231 25.9195724170294,-104.907286793293 21.4220858927954)"
p58,p93,"LINESTRING(-90.0419127386428 29.9969483193615,-86.4436489275417 36.9906994822608)"
p18,p39,"LINESTRING(-111.299987021717 47.500290546756,-103.660685874225 41.8675077505093)"
p13,p15,"LINESTRING(-115.221952004694 36.2119436400243,-116.227489870044 43.6085901072873)"
p15,p13,"LINESTRING(-116.227489870044 43.6085901072873,-115.221952004694 36.2119436400243)"
p3,p22,"LINESTRING(-117.419949383395 47.6699959504023,-106.66107774 44.340041)"
p6,p25,"LINESTRING(-122.874422650018 42.3266270132067,-111.931997781048 40.7769621540401)"
p205,p28,"LINESTRING(-112.018510360231 25.9195724170294,-112.071937559695 33.5419257363676)"
p28,p205,"LINESTRING(-112.071937559695 33.5419257363676,-112.018510360231 25.9195724170294)"
p145,p46,"LINESTRING(-82.2026985499697 48.7649977683787,-91.2394285499568 43.8013690379522)"
p28,p34,"LINESTRING(-112.071937559695 33.5419257363676,-104.791986329959 38.8629624624115)"
p12,p201,"LINESTRING(-119.820009604758 39.5299760122188,-116.63275694709 32.3896656272299)"
p201,p12,"LINESTRING(-116.63275694709 32.3896656272299,-119.820009604758 39.5299760122188)"
p195,p176,"LINESTRING(-92.4621129264314 16.4440161634584,-98.8880381360018 21.5196545172561)"
p196,p198,"LINESTRING(-95.9176463692649 16.4607926057633,-88.9092737817632 20.7456438964621)"
p198,p196,"LINESTRING(-88.9092737817632 20.7456438964621,-95.9176463692649 16.4607926057633)"
p28,p61,"LINESTRING(-112.071937559695 33.5419257363676,-102.88091183 30.90188409)"
p91,p107,"LINESTRING(-87.21712 30.421167,-87.5558291033274 37.9746962677465)"
p193,p171,"LINESTRING(-94.634006603569 17.8586152701758,-98.0474693796669 25.1324674394656)"
p192,p200,"LINESTRING(-96.731002823498 17.4607698278138,-88.5839162679957 18.9087435921394)"
p200,p192,"LINESTRING(-88.5839162679957 18.9087435921394,-96.731002823498 17.4607698278138)"
p15,p19,"LINESTRING(-116.227489870044 43.6085901072873,-106.635258831594 48.1839697459774)"
p19,p15,"LINESTRING(-106.635258831594 48.1839697459774,-116.227489870044 43.6085901072873)"
p58,p51,"LINESTRING(-90.0419127386428 29.9969483193615,-95.9300207944416 36.120003274575)"
p14,p23,"LINESTRING(-117.016588991141 46.4166099233792,-105.505250286667 44.2831742544253)"
p153,p132,"LINESTRING(-63.3640113802316 45.1491431676498,-73.2019070419611 41.1819245156953)"
p58,p55,"LINESTRING(-90.0419127386428 29.9969483193615,-93.319999228676 37.1800160919621)"
p10,p158,"LINESTRING(-118.18192636994 33.9919241087654,-109.478722970365 30.4118017092501)"
p58,p95,"LINESTRING(-90.0419127386428 29.9969483193615,-82.3941545020697 34.8529229929944)"
p90,p55,"LINESTRING(-88.0499849871184 30.6800252472094,-93.319999228676 37.1800160919621)"
p138,p20,"LINESTRING(-118.424113568999 50.5206295077083,-108.54000044944 45.7883020213584)"
p144,p43,"LINESTRING(-89.0732701282953 52.1418013607185,-93.2537321966635 44.9819251260619)"
p21,p38,"LINESTRING(-108.395048056861 43.0281604197849,-96.729997804536 43.5499890330683)"
p13,p16,"LINESTRING(-115.221952004694 36.2119436400243,-112.033301434154 43.4666866242138)"
p90,p64,"LINESTRING(-88.0499849871184 30.6800252472094,-97.7447242214212 30.2688955442973)"
p36,p33,"LINESTRING(-100.783316285997 46.8083172801516,-104.985961810968 39.7411339069655)"
p19,p7,"LINESTRING(-106.635258831594 48.1839697459774,-116.96188948756 44.0266266063123)"
p7,p19,"LINESTRING(-116.96188948756 44.0266266063123,-106.635258831594 48.1839697459774)"
p137,p141,"LINESTRING(-124.945876799657 50.5303245019429,-115.190117334949 56.1049291802847)"
p141,p137,"LINESTRING(-115.190117334949 56.1049291802847,-124.945876799657 50.5303245019429)"
p144,p75,"LINESTRING(-89.0732701282953 52.1418013607185,-88.0000138770922 44.5299808950513)"
p12,p4,"LINESTRING(-119.820009604758 39.5299760122188,-119.27649915 47.13184305)"
p4,p12,"LINESTRING(-119.27649915 47.13184305,-119.820009604758 39.5299760122188)"
p1,p16,"LINESTRING(-122.341930845868 47.5719479125307,-112.033301434154 43.4666866242138)"
